PERIOD_BEGIN,MEDIAN_SALE_PRICE,HOMES_SOLD,NEW_LISTINGS,INVENTORY,MONTHS_OF_SUPPLY,MEDIAN_DOM,PRICE_DROPS
2014-09-01,172625.0,774.0,1023.0,2948.0,3.8,37.0,0.3127544098
2014-09-01,171575.817728822,722.106498056,1015.218501519,2720.753324742,3.801158801,40.654200614,0.269329967
2014-09-01,213564.867582306,4244.230723998,6403.826881411,21684.037941588,5.123961537,53.501202938,0.2810471591
2014-09-01,171000.0,2287.0,2868.0,8522.0,3.7,46.0,0.2771649847
2014-09-01,215000.0,4442.0,6173.0,23193.0,5.2,46.0,0.3199672315
2014-09-01,197500.0,7922.0,10685.0,36937.0,4.7,45.0,0.3056014295
2014-09-01,197005.805542247,7514.539554064,10999.155360941,34361.126639823,4.605779599,51.475152735,0.2674196244
2014-10-01,174111.306035304,2176.824274476,2831.032378811,7902.160650693,3.806666114,50.205572005,0.2299634241
2014-10-01,195198.827663593,7603.668445201,10893.054477028,34531.119847914,4.607414752,51.889744881,0.2639822614
2014-10-01,178770.037084132,779.947981082,982.567861016,2695.967976807,3.473654476,45.377244248,0.2722052998
2014-10-01,211747.190599694,4260.371202516,6331.032144043,21769.854834147,5.251741516,54.557645785,0.2774191017
2014-10-01,175000.0,853.0,864.0,2803.0,3.3,44.0,0.3228683553
2014-10-01,204000.0,4477.0,5600.0,22562.0,5.0,53.0,0.3123836539
2014-10-01,187000.0,7913.0,9499.0,35785.0,4.5,50.0,0.3010199804
2014-10-01,167000.0,409.0,600.0,2218.0,5.4,43.0,0.2592425609
2014-10-01,157750.0,2174.0,2435.0,8202.0,3.8,48.0,0.2742014143
2014-11-01,172796.167573392,683.384274095,1023.916866115,2723.793288378,3.95818985,45.520448109,0.2446367614
2014-11-01,183000.0,6114.0,6732.0,33079.0,5.4,55.0,0.2229813477
2014-11-01,176000.0,343.0,469.0,2138.0,6.2,43.0,0.1898971001
2014-11-01,154000.0,1611.0,1765.0,7662.0,4.8,51.0,0.19055077
2014-11-01,175299.421872843,2128.748576769,2937.94825939,8045.402039614,3.893059053,49.662308643,0.2169243696
2014-11-01,168000.0,563.0,619.0,2594.0,4.6,48.0,0.2274479568
2014-11-01,194887.199241674,7631.554566403,11119.005379055,34451.857128764,4.629123687,52.424869477,0.2559034532
2014-11-01,196000.0,3597.0,3879.0,20685.0,5.8,61.0,0.2379502055
2014-11-01,207437.574648005,4403.163326183,6381.975771995,21541.845689662,5.140115599,57.877251822,0.2761819228
2014-12-01,177681.635704958,2068.717782979,2885.412066555,8134.210460137,4.02891264,50.956295075,0.228048027
2014-12-01,172018.895506886,831.835679819,1093.66711106,2796.980663078,3.553555842,47.395457096,0.2437149048
2014-12-01,208756.862936428,4408.999757371,6445.784773204,21509.336345768,5.41536286,57.669253481,0.2730779796
2014-12-01,165000.0,733.0,518.0,2351.0,3.2,56.0,0.1811994896
2014-12-01,162000.0,1829.0,1275.0,6760.0,3.7,57.0,0.1588757396
2014-12-01,196880.902123768,7699.53858954,11115.6520619,34547.357375675,4.750950603,54.302499017,0.2547058601
2014-12-01,194669.0,4077.0,3179.0,18640.0,4.6,64.0,0.2004828326
2014-12-01,180000.0,388.0,385.0,1958.0,5.0,48.0,0.1767109295
2014-12-01,184000.0,7027.0,5357.0,29709.0,4.2,61.0,0.187855532
2015-01-01,178000.0,4919.0,8421.0,29708.0,6.0,70.0,0.2146559849
2015-01-01,171750.0,480.0,863.0,2413.0,5.0,67.0,0.2233733941
2015-01-01,208406.163756536,4335.638954963,6428.043224979,21156.271874905,5.182201181,60.536373437,0.2647028745
2015-01-01,181768.93072471,744.722011107,1059.346369455,2780.311599954,3.88359682,51.905100098,0.2567515322
2015-01-01,180491.997425648,2086.790155501,2783.125464867,7875.358206053,4.051857858,49.961451224,0.2276254362
2015-01-01,185000.0,2844.0,4813.0,18545.0,6.5,75.0,0.2249662982
2015-01-01,198236.306563459,7490.988473557,10944.094149103,33978.787910572,4.680349322,55.498657136,0.2513470249
2015-01-01,157000.0,1299.0,2262.0,6835.0,5.3,65.0,0.1856620337
2015-01-01,159000.0,296.0,483.0,1915.0,6.5,53.0,0.207310705
2015-02-01,181000.0,2908.0,5545.0,18847.0,6.5,87.0,0.2031092482
2015-02-01,172000.0,5034.0,9760.0,30490.0,6.1,80.0,0.188291243
2015-02-01,153000.0,299.0,463.0,1890.0,6.3,71.0,0.1661375661
2015-02-01,166631.993603606,717.832339161,949.132381609,2713.926450324,4.122606726,48.490587914,0.2360595153
2015-02-01,159000.0,469.0,881.0,2474.0,5.3,66.0,0.1790622474
2015-02-01,184673.684332112,2094.431672624,2775.454316229,7690.911855701,3.945072241,54.060954412,0.21163227
2015-02-01,197075.933606015,7693.174167959,9978.160220754,33124.216868787,4.699667793,59.234019817,0.2435860617
2015-02-01,160375.0,1358.0,2871.0,7279.0,5.4,74.0,0.1590877868
2015-02-01,206138.358348998,4525.761521644,6140.878698355,20540.18394129,4.839811589,64.725207487,0.2608598212
2015-03-01,218157.829985764,4521.464964202,6504.831008211,20951.999452268,4.79221933,63.677492612,0.2649026267
2015-03-01,179250.0,704.0,1272.0,2592.0,3.7,58.0,0.2361111111
2015-03-01,194485.306649885,2145.358557504,2920.336197683,7981.533388548,3.928349523,51.117927539,0.2175022841
2015-03-01,180917.58094094,761.423707032,1042.0649862,2689.160847117,3.759262597,50.049388582,0.2602894051
2015-03-01,138500.0,372.0,705.0,1923.0,5.2,53.0,0.22724909
2015-03-01,211500.0,4095.0,8066.0,20108.0,4.9,81.0,0.2463696041
2015-03-01,203693.648138659,7762.21630216,11052.829506869,33646.385184932,4.54211643,57.921649124,0.2501669458
2015-03-01,200000.0,7196.0,13877.0,32580.0,4.5,72.0,0.2335481891
2015-03-01,200000.0,2025.0,3834.0,7957.0,3.9,60.0,0.2023375644
2015-04-01,180000.0,776.0,1466.0,2885.0,3.7,46.0,0.242287695
2015-04-01,214191.210478722,4545.99557316,6410.531983436,21492.939414319,4.962042565,62.327720803,0.2699692837
2015-04-01,174490.806149743,755.145051431,1079.944774275,2826.466807202,3.857298301,50.269754621,0.2513825909
2015-04-01,209750.0,2308.0,3786.0,8406.0,3.6,42.0,0.2280513919
2015-04-01,190892.474255084,2046.554086705,2876.178820136,8143.125421042,4.044639506,48.023676166,0.2241756839
2015-04-01,150000.0,347.0,716.0,2003.0,5.8,56.0,0.2181727409
2015-04-01,210000.0,8018.0,14830.0,35006.0,4.4,54.0,0.258812775
2015-04-01,204090.906369159,7755.136811491,10929.48981174,34515.792993091,4.704329992,57.202595389,0.254025911
2015-04-01,220000.0,4588.0,8862.0,21712.0,4.7,62.0,0.2768515107
2015-05-01,223000.0,9199.0,14059.0,36322.0,3.9,42.0,0.2710203183
2015-05-01,178916.837633336,826.308726245,1088.400622985,2819.866063907,3.564460554,44.404660821,0.2614735412
2015-05-01,183000.0,928.0,1331.0,2958.0,3.2,35.0,0.261663286
2015-05-01,218896.286632275,4578.680744828,6378.159905891,21634.66557703,4.682123398,56.00370782,0.2748176306
2015-05-01,216500.0,2632.0,3718.0,8618.0,3.3,40.0,0.2331167324
2015-05-01,192012.22059065,2181.627683137,2986.303796887,8202.430984689,3.902651081,49.395462119,0.2272507769
2015-05-01,235000.0,5252.0,8284.0,22648.0,4.3,44.0,0.2922995408
2015-05-01,177000.0,387.0,726.0,2098.0,5.4,53.0,0.2111534795
2015-05-01,206559.727735308,7946.74181427,10995.35520415,34714.179975302,4.46225048,53.044560172,0.257948606
2015-06-01,246000.0,6555.0,8023.0,23476.0,3.6,40.0,0.3146617822
2015-06-01,234000.0,11272.0,13507.0,37293.0,3.3,39.0,0.2915560561
2015-06-01,208245.711924185,8220.743763248,10776.284372421,34661.335205687,4.222069643,52.803381893,0.2543971662
2015-06-01,219000.0,3092.0,3473.0,8618.0,2.8,40.0,0.2483174751
2015-06-01,193469.746927063,2243.144098218,2827.120762838,8079.288342847,3.803660831,49.99087878,0.2182627816
2015-06-01,179707.805807844,883.684288055,1016.160479168,2822.088643624,3.370817375,41.996042709,0.2499907446
2015-06-01,192750.0,1168.0,1286.0,3050.0,2.6,32.0,0.2783606557
2015-06-01,205000.0,457.0,725.0,2149.0,4.7,48.0,0.2335970219
2015-06-01,217381.98922721,4761.523943232,6279.967350945,21809.613273229,4.524923165,55.810976571,0.2726014591
2015-07-01,188900.0,1078.0,1201.0,3030.0,2.8,33.0,0.296039604
2015-07-01,211000.0,2999.0,3159.0,8428.0,2.8,41.0,0.2578310394
2015-07-01,228000.0,10687.0,12426.0,37506.0,3.5,41.0,0.3016850637
2015-07-01,191082.855895935,2363.776326996,2780.011474334,7793.637728086,3.45564954,50.63110601,0.2191508248
2015-07-01,208266.822542941,8400.0154004,10800.544433251,34457.808971837,4.157467112,53.443684368,0.2567426396
2015-07-01,183438.294506945,835.696896317,1015.696744887,2761.673154894,3.298017927,42.26149451,0.2619474289
2015-07-01,219567.820300798,4793.616965813,6351.799911659,21836.504428401,4.687149587,56.662652033,0.2732409713
2015-07-01,199250.0,422.0,696.0,2191.0,5.2,40.0,0.2455499772
2015-07-01,241500.0,6188.0,7370.0,23857.0,3.9,42.0,0.32338517
2015-08-01,235000.0,5426.0,6426.0,23419.0,4.3,46.0,0.3055638584
2015-08-01,190741.148719549,2278.161876567,2867.173799267,7696.10399904,3.462997475,51.676237563,0.2237320429
2015-08-01,240000.0,421.0,696.0,2215.0,5.3,44.0,0.2582392777
2015-08-01,201000.0,2627.0,2873.0,8183.0,3.1,45.0,0.2477086643
2015-08-01,182342.981259499,858.101651005,969.121000533,2707.736235322,3.168992499,45.639819397,0.2615308154
2015-08-01,190000.0,990.0,1025.0,2945.0,3.0,40.0,0.305942275
2015-08-01,220824.454519928,4734.458527629,6431.149612339,21736.299306637,4.602024057,56.867850472,0.2650749773
2015-08-01,209826.166772845,8305.427579363,10967.554091271,34211.603369802,4.124065127,54.07414169,0.252847094
2015-08-01,223000.0,9464.0,11020.0,36762.0,3.9,45.0,0.289701322
2015-09-01,221972.387033902,4707.792721136,6236.075523599,21291.384880813,4.535231045,57.349996162,0.262670551
2015-09-01,210449.714311158,8119.121283614,10614.35481346,33435.697903575,4.107045367,53.150117023,0.2469185602
2015-09-01,179950.0,842.0,930.0,2871.0,3.4,43.0,0.284918147
2015-09-01,222500.0,4934.0,5862.0,22791.0,4.6,50.0,0.3051643192
2015-09-01,202500.0,414.0,611.0,2131.0,5.1,42.0,0.2524636321
2015-09-01,210000.0,8486.0,10139.0,35966.0,4.2,47.0,0.2894400267
2015-09-01,188000.0,2296.0,2736.0,8173.0,3.6,44.0,0.2581671357
2015-09-01,180020.260076058,793.491729022,949.273586871,2638.932304746,3.321726605,47.014685407,0.2381738018
2015-09-01,192988.468567854,2194.865982725,2727.314387014,7575.074171144,3.568237917,48.531591166,0.2132786739
2015-10-01,186027.773088752,2222.521366507,2753.891960831,7369.512624442,3.527896412,48.882066993,0.213035271
2015-10-01,200000.0,8120.0,9222.0,34295.0,4.2,53.0,0.2794284881
2015-10-01,203750.0,448.0,546.0,2022.0,4.5,51.0,0.2334322453
2015-10-01,208544.463429861,8051.686911389,10864.382536913,32961.315499416,4.109563297,54.421963596,0.244740399
2015-10-01,223355.137414486,4670.454330973,6400.628503022,21075.760356794,4.573688304,57.994020851,0.2598031
2015-10-01,215000.0,4727.0,5515.0,21854.0,4.6,57.0,0.2910679967
2015-10-01,182226.393640357,783.6728019,1010.016782155,2634.898670882,3.342867211,49.567660485,0.2423722364
2015-10-01,181000.0,829.0,894.0,2750.0,3.3,48.0,0.2916363636
2015-10-01,168000.0,2116.0,2267.0,7669.0,3.6,47.0,0.2545312296
2015-11-01,190000.0,356.0,439.0,1902.0,5.3,53.0,0.1924290221
2015-11-01,171400.0,579.0,599.0,2450.0,4.2,53.0,0.2224489796
2015-11-01,212500.0,3570.0,3914.0,19651.0,5.5,58.0,0.2182586128
2015-11-01,196500.0,6124.0,6621.0,30922.0,5.0,56.0,0.2119203156
2015-11-01,209080.863784892,7379.982262033,10741.658812071,32360.915763256,4.479531757,53.624145608,0.2384748894
2015-11-01,178104.336051333,673.008114541,974.68212058,2592.992096054,3.800992961,50.248848705,0.2331706673
2015-11-01,223981.053436838,4223.056272584,6329.052981027,20524.833144762,5.146281914,55.424089171,0.2503423128
2015-11-01,193418.793673975,2071.206987387,2788.106542082,7303.389472606,3.656979512,49.523755842,0.2161275104
2015-11-01,172300.0,1619.0,1669.0,6919.0,4.3,51.0,0.1961266079
2015-12-01,181308.864222628,797.858235369,1003.814897025,2595.113935306,3.327952794,46.099151319,0.2271593306
2015-12-01,215000.0,4239.0,3006.0,17230.0,4.1,64.0,0.1710388857
2015-12-01,200000.0,381.0,355.0,1652.0,4.3,51.0,0.1900726392
2015-12-01,200000.0,7280.0,4954.0,26998.0,3.7,60.0,0.1650863027
2015-12-01,175050.0,712.0,478.0,2162.0,3.0,54.0,0.1646623497
2015-12-01,229481.810779449,4612.049836146,6330.441393627,20119.778187372,4.773224128,57.720022176,0.2483771919
2015-12-01,170000.0,1948.0,1115.0,5954.0,3.1,57.0,0.1420893517
2015-12-01,186801.759354141,2227.77406644,2639.225222449,7329.778028827,3.344370093,50.231388898,0.2099207178
2015-12-01,212330.924917665,8018.16395687,10695.472590339,31818.094626675,4.158015385,53.26749002,0.2356701738
2016-01-01,206750.0,3190.0,4744.0,17157.0,5.4,71.0,0.2010841056
2016-01-01,188000.0,336.0,439.0,1633.0,4.9,59.0,0.1806491121
2016-01-01,181243.37548685,860.928236014,1024.878818321,2505.173852667,2.987080543,41.124422349,0.2239020416
2016-01-01,190000.0,5398.0,8141.0,27037.0,5.0,68.0,0.189111218
2016-01-01,168000.0,530.0,768.0,2122.0,4.0,53.0,0.1823751178
2016-01-01,211407.708561642,8537.326442593,10702.332932008,31382.27919339,3.800446159,53.677235733,0.2387297322
2016-01-01,187210.344459673,2259.384992749,2757.881424963,7166.190040438,3.268668988,51.72307666,0.2133591743
2016-01-01,165000.0,1342.0,2190.0,6125.0,4.6,67.0,0.1606530612
2016-01-01,229912.275769682,4999.048972419,6311.998228819,19775.747846805,4.189014602,56.31077741,0.2531113495
2016-02-01,190000.0,5370.0,11649.0,28843.0,5.4,73.0,0.1984190271
2016-02-01,194223.675901138,2091.230145945,2900.107026658,7127.606173416,3.414636756,49.474625301,0.2097956478
2016-02-01,173000.0,1417.0,3211.0,6716.0,4.7,68.0,0.1611078023
2016-02-01,180000.0,284.0,585.0,1683.0,5.9,66.0,0.1954842543
2016-02-01,186850.14570976,782.157073209,1036.874189382,2372.738856616,3.120353615,48.414648334,0.2275338436
2016-02-01,211425.554074817,7903.9371848,10818.423085979,31348.2493962,4.04006764,52.731689932,0.2437969578
2016-02-01,228713.926265089,4723.779374564,6511.862636748,19936.077369794,4.212453262,56.378862588,0.2602751615
2016-02-01,205000.0,3137.0,6834.0,18255.0,5.8,78.0,0.2150643659
2016-02-01,175000.0,532.0,1019.0,2189.0,4.1,66.0,0.1777067154
2016-03-01,188000.0,783.0,1334.0,2355.0,3.0,51.0,0.2318471338
2016-03-01,225066.622766647,4550.437812093,6332.473830687,20115.577723793,4.726829131,56.112525292,0.2619010972
2016-03-01,220000.0,4134.0,8308.0,19288.0,4.7,74.0,0.2486520116
2016-03-01,180000.0,364.0,682.0,1716.0,4.7,56.0,0.2051282051
2016-03-01,192383.311526976,2052.232488736,2862.479429246,7119.086321796,3.582380006,48.80019306,0.2160726492
2016-03-01,210000.0,7315.0,14096.0,30454.0,4.2,65.0,0.2349116701
2016-03-01,200000.0,2034.0,3772.0,7095.0,3.5,57.0,0.2063424947
2016-03-01,213659.781561549,7819.666845701,10772.584153081,31486.493266158,4.226864123,51.955483208,0.2473425036
2016-03-01,186866.085159032,817.013064065,1038.873831084,2431.673262664,3.134932119,44.425520636,0.2538460496
2016-04-01,190970.750278167,851.088007828,1102.304158971,2509.365937029,3.085812241,40.581740903,0.2534128175
2016-04-01,203171.476189181,2324.120451828,2780.450344523,7024.479260705,3.26734199,43.518506959,0.2157742706
2016-04-01,225000.0,2568.0,3738.0,7288.0,2.8,37.0,0.2093852909
2016-04-01,241000.0,5046.0,8437.0,20393.0,4.0,47.0,0.2679350758
2016-04-01,220667.015870633,8282.015196112,10688.666791261,31471.727971685,4.011181624,47.226063982,0.2509222833
2016-04-01,220000.0,365.0,680.0,1802.0,4.9,47.0,0.1947835738
2016-04-01,230500.0,8845.0,14276.0,32027.0,3.6,42.0,0.2478845974
2016-04-01,195000.0,866.0,1421.0,2544.0,2.9,37.0,0.2374213836
2016-04-01,233121.81509892,4814.281460133,6282.223595232,20155.478312713,4.191293711,51.135477294,0.268516526
2016-05-01,220000.0,401.0,692.0,1868.0,4.7,37.0,0.2141327623
2016-05-01,248000.0,5807.0,8294.0,21166.0,3.6,40.0,0.2860720023
2016-05-01,224000.0,2901.0,3553.0,7454.0,2.6,34.0,0.2202844111
2016-05-01,193547.5,944.0,1362.0,2654.0,2.8,27.0,0.2464204974
2016-05-01,219865.976111043,8482.799450781,10647.944655812,31460.093237278,3.816314722,47.732437157,0.2480783023
2016-05-01,231603.187163421,4976.708918213,6284.643586635,20133.766238236,3.975067504,51.662534556,0.2654063922
2016-05-01,200068.068793238,2291.113143096,2764.017367626,7037.625274165,3.180240577,42.173748769,0.2096545392
2016-05-01,235000.0,10053.0,13901.0,33142.0,3.3,37.0,0.2639852755
2016-05-01,187654.993744625,832.726717958,1063.486690573,2507.572589932,3.157413643,34.149444697,0.2435225442
2016-06-01,226000.0,473.0,686.0,1953.0,4.1,38.0,0.2488479263
2016-06-01,221500.0,3200.0,3442.0,7349.0,2.3,34.0,0.2582664308
2016-06-01,236979.50201407,5011.982052917,6277.835337494,20086.454651803,3.996271722,50.473428853,0.2657350722
2016-06-01,220714.620676851,8661.957810223,10622.436355968,31252.530364344,3.647912979,46.460477515,0.253938422
2016-06-01,265000.0,6760.0,8084.0,21760.0,3.2,36.0,0.3092830882
2016-06-01,199000.0,1185.0,1270.0,2724.0,2.3,25.0,0.2900146843
2016-06-01,197350.320938759,2302.769970919,2779.501597013,6809.827033232,3.049512769,42.18068038,0.2241930059
2016-06-01,186142.360812115,896.053005105,984.582355697,2479.948160898,2.906237133,32.499365452,0.262309822
2016-06-01,246000.0,11618.0,13482.0,33786.0,2.9,34.0,0.2929615817
2016-07-01,220000.0,2657.0,3148.0,7427.0,2.8,35.0,0.236838562
2016-07-01,185380.09442507,844.150794755,988.332996255,2412.871677682,2.929798636,34.233002887,0.2495913156
2016-07-01,241000.0,9985.0,11718.0,33984.0,3.4,36.0,0.2751883239
2016-07-01,190000.0,1006.0,1091.0,2674.0,2.7,27.0,0.2767389678
2016-07-01,201404.87730474,2269.548320389,2878.369205651,6792.312096991,3.144583063,42.567565553,0.210461394
2016-07-01,238471.509166579,4904.945225815,6262.231876598,19849.843350447,4.09558814,51.200561848,0.2546036084
2016-07-01,250000.0,381.0,626.0,2015.0,5.3,37.0,0.2183622829
2016-07-01,259000.0,5941.0,6853.0,21868.0,3.7,38.0,0.2936253887
2016-07-01,223428.003597113,8388.95926599,10682.005647002,30905.326372962,3.751122904,47.174766542,0.2412968461
2016-08-01,235000.0,10301.0,10963.0,33290.0,3.2,39.0,0.2916791829
2016-08-01,197000.0,1015.0,1124.0,2688.0,2.6,36.0,0.2879464286
2016-08-01,223393.392794278,8334.641519359,10449.640250048,30705.785295222,3.684467882,47.482195667,0.2406986088
2016-08-01,191035.289994556,2281.8474732,2699.395470893,6713.854874139,3.019465847,42.422611902,0.2098036716
2016-08-01,190771.316765337,821.463932917,1022.614890565,2454.435853822,2.964166008,40.762262479,0.2339125026
2016-08-01,250000.0,6020.0,6309.0,21318.0,3.5,42.0,0.3097851581
2016-08-01,255000.0,440.0,690.0,2083.0,4.7,35.0,0.2520403265
2016-08-01,197000.0,2826.0,2840.0,7201.0,2.5,37.0,0.2521871962
2016-08-01,237500.547394217,4821.405201889,6127.211141271,19645.07039867,4.095457795,52.097074068,0.2555450594
2016-09-01,197154.937160143,2312.699042148,2774.181132595,6716.886649412,3.078950829,44.090999651,0.2053465694
2016-09-01,192084.754103729,803.253442817,922.47465794,2424.334082932,2.982225109,38.097720931,0.2455548508
2016-09-01,222342.280918163,8089.673252852,10588.559357332,30524.105639242,3.802276549,47.51261898,0.2392273841
2016-09-01,235359.596989549,4624.378948686,6213.645395992,19493.521800654,4.362424172,50.822648405,0.2525712994
2016-09-01,190500.0,902.0,938.0,2644.0,2.9,35.0,0.2957639939
2016-09-01,209750.0,404.0,615.0,2083.0,5.2,42.0,0.2539606337
2016-09-01,235000.0,4914.0,5815.0,20981.0,4.3,44.0,0.2986511606
2016-09-01,190000.0,2402.0,2796.0,7315.0,3.0,40.0,0.2572795625
2016-09-01,219950.0,8622.0,10164.0,33023.0,3.8,42.0,0.2861944705
2016-10-01,219500.0,7710.0,8571.0,31158.0,4.0,47.0,0.2685666602
2016-10-01,203664.506421578,2201.545260963,2638.583049715,6569.754051185,3.061474961,44.41215812,0.2078481621
2016-10-01,193000.0,768.0,804.0,2453.0,3.2,35.0,0.2662046474
2016-10-01,194155.681640065,788.001425444,944.374805485,2334.88776063,2.964647237,36.407428512,0.2178878694
2016-10-01,185000.0,1998.0,2103.0,6869.0,3.4,43.0,0.2495268598
2016-10-01,231900.0,4532.0,5119.0,19860.0,4.4,53.0,0.278449144
2016-10-01,222000.0,413.0,545.0,1976.0,4.8,43.0,0.2424089069
2016-10-01,240960.692164744,4785.81366975,6192.395807364,19097.030095007,4.105627733,53.63157894,0.2487201669
2016-10-01,227695.212918536,8195.409085805,10476.957041305,29896.614578474,3.648365501,48.214428903,0.2354717276
2016-11-01,205661.227848406,2298.083635342,2722.423466303,6494.223270039,2.909778653,44.664720434,0.1990239288
2016-11-01,240399.676458367,4680.50402328,6199.831229735,18818.884940684,4.166464984,52.870515,0.2533031441
2016-11-01,184900.0,1862.0,1628.0,6109.0,3.3,46.0,0.1879194631
2016-11-01,227553.760106696,8171.924070019,10536.599511539,29465.0824298,3.74614301,48.022382696,0.2377833377
2016-11-01,215000.0,7112.0,6552.0,28099.0,4.0,50.0,0.2210754831
2016-11-01,229000.0,4174.0,3865.0,17930.0,4.3,55.0,0.2317902956
2016-11-01,190000.0,391.0,458.0,1864.0,4.8,43.0,0.2108369099
2016-11-01,198688.799133148,776.320198294,972.067978354,2329.84120232,2.984516826,40.163936445,0.2407818533
2016-11-01,193000.0,685.0,601.0,2196.0,3.2,42.0,0.2372495446
2016-12-01,218750.0,378.0,340.0,1626.0,4.3,50.0,0.1709717097
2016-12-01,206412.870048063,2205.738818214,2823.825125469,6495.340270091,3.016503979,46.583855516,0.1996259757
2016-12-01,190440.833963946,804.018820473,921.104426067,2302.56177687,2.915022283,40.639881442,0.2137835206
2016-12-01,183500.0,718.0,426.0,1856.0,2.6,47.0,0.1487068966
2016-12-01,242154.041238725,4569.750949694,6038.119351255,18388.291610904,4.360338664,52.11121703,0.2396359756
2016-12-01,190000.0,1838.0,1131.0,5118.0,2.8,53.0,0.1279796796
2016-12-01,215000.0,7058.0,4594.0,24083.0,3.4,55.0,0.1516007142
2016-12-01,227929.794629733,7900.957068365,10429.876636565,28938.000105722,3.789877911,48.671080465,0.2272980437
2016-12-01,227000.0,4124.0,2697.0,15483.0,3.8,58.0,0.1579151327
2017-01-01,214696.706352497,2351.107627578,2843.168381005,6772.900190969,2.923551582,47.306384987,0.1821272319
2017-01-01,195000.0,1437.0,2325.0,5731.0,4.0,60.0,0.1357529227
2017-01-01,187447.110842615,918.901971238,1022.770918189,2458.502706556,2.724750707,41.198101248,0.2052851163
2017-01-01,241992.090573951,4917.374190622,6288.220194678,19170.552603574,4.090768079,54.566457021,0.2418369261
2017-01-01,208000.0,5499.0,8472.0,25998.0,4.7,63.0,0.1786291253
2017-01-01,195000.0,321.0,511.0,1634.0,5.1,58.0,0.1933904529
2017-01-01,227839.299706056,8557.717548332,10704.062103217,30294.708595924,3.606595629,49.589234843,0.2260012938
2017-01-01,219000.0,3171.0,4847.0,16550.0,5.2,69.0,0.193776435
2017-01-01,176000.0,571.0,789.0,2083.0,3.6,53.0,0.1651464234
2017-02-01,220000.0,2969.0,6612.0,19101.0,6.4,76.0,0.1777917387
2017-02-01,229038.778750842,8039.84219244,10788.279419387,32773.325042107,4.398767334,52.352512522,0.2262198658
2017-02-01,209000.0,5245.0,11269.0,30154.0,5.7,71.0,0.1679379187
2017-02-01,195000.0,1431.0,3070.0,6860.0,4.8,65.0,0.1397959184
2017-02-01,178000.0,326.0,544.0,1735.0,5.3,67.0,0.1890489914
2017-02-01,212878.925850527,2203.204253856,2857.21439124,7271.281915424,3.545068045,47.853284197,0.1929066702
2017-02-01,241960.338146178,4641.638544214,6374.604504608,20767.276692033,4.76511297,55.914602584,0.238940216
2017-02-01,195000.0,519.0,1043.0,2458.0,4.7,66.0,0.1554109032
2017-02-01,201047.235621876,794.371051249,1116.012310228,2697.338478614,3.668690475,48.878932186,0.2157825695
2017-03-01,235042.041438492,8633.9485524,10535.692358544,34236.079966138,4.204698885,54.8801508,0.2122595659
2017-03-01,220000.0,2345.0,3760.0,7581.0,3.2,55.0,0.169106978
2017-03-01,197000.0,828.0,1353.0,2717.0,3.3,55.0,0.1740890688
2017-03-01,246500.0,4871.0,8484.0,21007.0,4.3,75.0,0.2131670396
2017-03-01,249783.236546455,5107.681581642,6208.846172491,21819.67155155,4.502537355,61.951360154,0.2280069939
2017-03-01,234900.0,8430.0,14274.0,33108.0,3.9,64.0,0.1979884016
2017-03-01,218500.0,386.0,677.0,1803.0,4.7,56.0,0.1830282862
2017-03-01,210246.679921991,2330.187836167,2737.143898696,7604.812841082,3.483025706,50.492983264,0.1775431508
2017-03-01,198885.678576499,835.105770894,1071.675891525,2814.50929342,3.608066035,48.7070683,0.198687239
2017-04-01,236038.983410757,8976.097060702,10521.706406587,34499.161576734,4.012132828,61.883504126,0.2062750474
2017-04-01,260000.0,5050.0,7806.0,22286.0,4.4,64.0,0.2095934668
2017-04-01,235000.0,2489.0,3435.0,7983.0,3.2,50.0,0.1555806088
2017-04-01,250175.39545557,5284.69954094,6171.025717619,22033.211632406,4.278570367,67.852469807,0.2217257572
2017-04-01,198513.181734143,914.221428431,1020.860616139,2840.90067328,3.242355311,57.428262951,0.2034534483
2017-04-01,246050.0,8785.0,13142.0,35046.0,4.0,57.0,0.1926896079
2017-04-01,211673.122177599,2301.713460645,2693.871503404,7718.953217236,3.350037253,56.900724563,0.1679326787
2017-04-01,224500.0,378.0,621.0,1885.0,5.0,49.0,0.1729442971
2017-04-01,204250.0,868.0,1280.0,2892.0,3.3,52.0,0.1798063624
2017-05-01,211249.760241435,2273.832341728,2709.193408209,7597.089669512,3.474897773,57.830445533,0.172235566
2017-05-01,255000.0,466.0,644.0,1897.0,4.1,55.0,0.2076963627
2017-05-01,233750.0,3016.0,3589.0,8014.0,2.7,47.0,0.1850511605
2017-05-01,246193.824382833,5127.196017526,6136.57654035,22085.967083313,4.248430795,70.117269831,0.2106948843
2017-05-01,250000.0,10759.0,14016.0,36111.0,3.4,54.0,0.2169698984
2017-05-01,205000.0,1093.0,1453.0,3067.0,2.8,50.0,0.2001956309
2017-05-01,233746.380964834,8783.831510517,10492.834621102,34434.592621532,4.072918041,64.03137366,0.1995113193
2017-05-01,263000.0,6184.0,8330.0,23133.0,3.7,59.0,0.231271344
2017-05-01,197500.970746649,942.002810889,1102.85628266,2913.485838022,3.250667185,62.494602196,0.1951222089
2017-06-01,271500.0,7057.0,8044.0,23292.0,3.3,59.0,0.2591877039
2017-06-01,232000.0,3249.0,3422.0,8001.0,2.5,49.0,0.1896012998
