PERIOD_BEGIN,MEDIAN_SALE_PRICE,HOMES_SOLD,NEW_LISTINGS,INVENTORY,MONTHS_OF_SUPPLY,MEDIAN_DOM,PRICE_DROPS
2017-06-01,209231.19977531,2325.779909602,2745.461123217,7461.291383586,3.448299821,59.679458767,0.1647111071
2017-06-01,231282.466040957,8632.758187743,10621.556343171,33737.211715441,3.930264122,65.608450322,0.2008528457
2017-06-01,244174.348121903,5029.598022916,6199.006071225,21615.12698182,4.270319918,71.667820992,0.2183113866
2017-06-01,254000.0,12054.0,13571.0,36317.0,3.0,55.0,0.2365558829
2017-06-01,207000.0,1268.0,1411.0,3093.0,2.4,49.0,0.2104752667
2017-06-01,260000.0,480.0,694.0,1931.0,4.0,56.0,0.2035214915
2017-06-01,197330.846312468,915.691798611,1090.600177573,2872.278595811,3.208091561,62.271627835,0.1848180876
2017-07-01,230000.0,2624.0,3003.0,8023.0,3.1,51.0,0.1970584569
2017-07-01,250000.0,9711.0,11492.0,36439.0,3.8,56.0,0.2413348336
2017-07-01,232828.101798589,8450.351175819,10444.22366251,33358.462677924,4.003523988,65.516393573,0.208261926
2017-07-01,212000.0,1027.0,1128.0,3087.0,3.0,48.0,0.215095562
2017-07-01,248114.183606297,4860.156952402,6145.933605243,21399.188399475,4.484002338,71.419031972,0.2241847094
2017-07-01,250000.0,424.0,574.0,1916.0,4.5,60.0,0.2186847599
2017-07-01,267000.0,5636.0,6787.0,23413.0,4.2,60.0,0.262332892
2017-07-01,212839.350971523,2254.531119081,2741.194611836,7388.016435927,3.439225407,60.549213247,0.1734765431
2017-07-01,203912.273740413,893.366897289,985.945052553,2807.116310969,3.10350321,59.654008628,0.1878150189
2017-08-01,232247.143417703,8215.624862447,10583.68055958,32927.756206655,3.986079869,64.522750646,0.207109934
2017-08-01,249500.0,479.0,628.0,1906.0,4.0,59.0,0.2518363064
2017-08-01,203459.163340731,851.922246919,994.077562713,2714.935442095,3.163136208,60.761413358,0.1830543555
2017-08-01,244082.594067364,4724.714962416,6149.663317381,21082.948657316,4.512689311,69.962654277,0.2242190688
2017-08-01,255000.0,5870.0,6432.0,22746.0,3.9,61.0,0.2784225798
2017-08-01,214090.484687611,2197.175710374,2846.017056613,7447.441669716,3.453084813,58.984333655,0.1703615533
2017-08-01,210000.0,1066.0,1124.0,2962.0,2.8,54.0,0.2383524646
2017-08-01,217750.0,2704.0,3000.0,7935.0,2.9,52.0,0.2073093888
2017-08-01,240000.0,10118.0,11184.0,35549.0,3.5,57.0,0.2575599876
2017-09-01,214255.320399477,2212.063412619,2789.090462408,7488.647591802,3.617520962,57.90568248,0.1756440723
2017-09-01,255000.0,369.0,603.0,1949.0,5.3,63.0,0.2247306311
2017-09-01,206000.0,2193.0,2770.0,8087.0,3.7,53.0,0.2194880673
2017-09-01,250000.0,4769.0,5745.0,22310.0,4.7,65.0,0.2643657553
2017-09-01,251063.591909275,4631.91702322,6168.449126806,20832.418434547,4.56696925,70.579353718,0.2221566263
2017-09-01,200861.904320881,878.67810986,1051.767688991,2692.727460544,3.021430438,60.511496983,0.2004627287
2017-09-01,234000.0,8264.0,10148.0,35258.0,4.3,61.0,0.2504396165
2017-09-01,235797.116317501,8041.425577089,10559.9076937,32753.511033789,4.139547039,65.330633097,0.2070505236
2017-09-01,200000.0,933.0,1030.0,2912.0,3.1,56.0,0.2493131868
2017-10-01,199980.0,853.0,904.0,2770.0,3.2,55.0,0.255234657
2017-10-01,237900.0,4623.0,5155.0,20779.0,4.5,70.0,0.2605033928
2017-10-01,195000.0,2018.0,2304.0,7676.0,3.8,58.0,0.2219906201
2017-10-01,203703.011044888,836.43914317,1043.119541203,2662.403189215,3.114641392,57.220368815,0.1995053262
2017-10-01,213971.264344158,2155.819431721,2799.709335199,7376.714408742,3.530844806,59.092847654,0.1754537755
2017-10-01,247660.679962411,4612.038128154,6082.760452551,20024.913144177,4.41475826,69.919792564,0.2213511824
2017-10-01,234917.908741471,7982.172869575,10491.336477246,31772.008165581,4.033184163,64.443329565,0.2061663356
2017-10-01,235000.0,420.0,567.0,1860.0,4.4,64.0,0.2268817204
2017-10-01,225000.0,7913.0,8930.0,33085.0,4.2,64.0,0.2489345625
2017-11-01,251211.238041098,4814.237880715,6186.036797813,18706.474286838,4.041244293,70.312992001,0.221817059
2017-11-01,240000.0,385.0,447.0,1680.0,4.4,59.0,0.1976190476
2017-11-01,225000.0,7130.0,6618.0,28509.0,4.0,67.0,0.1925006138
2017-11-01,204454.6624053,828.657715052,1021.943928624,2480.644832985,2.985937247,55.750867184,0.2005980186
2017-11-01,192750.0,1805.0,1661.0,6657.0,3.7,61.0,0.1625356767
2017-11-01,240000.0,4201.0,3854.0,17814.0,4.2,73.0,0.2024811946
2017-11-01,236347.087270016,8321.438140804,10624.651941347,29945.392333134,3.691416965,64.446216838,0.2081566253
2017-11-01,200000.0,739.0,656.0,2358.0,3.2,58.0,0.1993214589
2017-11-01,213376.200102947,2231.537258121,2840.970583235,7042.673874617,3.277435289,58.772884666,0.1717489539
2017-12-01,195000.0,730.0,411.0,1769.0,2.4,67.0,0.1368004522
2017-12-01,253427.010266193,4808.01432411,6284.019794006,16920.773613872,3.68448124,70.310610119,0.2290933701
2017-12-01,209500.0,1764.0,1017.0,5171.0,2.9,64.0,0.10868304
2017-12-01,237000.0,370.0,347.0,1342.0,3.6,64.0,0.1587183308
2017-12-01,205212.982990841,855.854349523,968.241680125,2231.326494428,2.586874507,58.445675894,0.2042177442
2017-12-01,226003.452178106,2219.149740442,2676.132700682,6549.432188987,2.897503091,55.873702833,0.1809800712
2017-12-01,240552.201162706,8240.418974485,10669.205125701,27220.471054605,3.374290934,63.861944719,0.2163527135
2017-12-01,227000.0,7094.0,4525.0,22298.0,3.1,71.0,0.1355726971
2017-12-01,237500.0,4230.0,2750.0,14016.0,3.3,77.0,0.1431934932
2018-01-01,205000.0,496.0,788.0,1946.0,3.9,44.0,0.1500513875
2018-01-01,207000.0,1267.0,2338.0,5733.0,4.5,59.0,0.1334379906
2018-01-01,225775.494115543,2015.707880928,2811.038431722,6775.347653152,3.44203803,46.972624933,0.1796528893
2018-01-01,214716.234957644,779.870936957,1005.55339661,2314.718791434,3.041534735,33.992324092,0.1879371616
2018-01-01,244294.45111157,7849.801423427,10533.367968657,28249.463821386,3.653817594,44.081205261,0.2143001844
2018-01-01,225000.0,5179.0,8202.0,23933.0,4.6,58.0,0.169013496
2018-01-01,257924.218743773,4629.1465179,6121.598292239,17577.805162468,4.008660182,46.485049558,0.2266427635
2018-01-01,222000.0,348.0,444.0,1288.0,3.7,49.0,0.2096273292
2018-01-01,235000.0,3068.0,4632.0,14966.0,4.9,62.0,0.1816784712
2018-02-01,206685.054483786,759.166363686,1034.561641531,2448.054564329,3.525824437,47.16625646,0.2058977758
2018-02-01,223233.646931843,2173.59162995,2730.108647574,7069.126262437,3.493310962,50.91240471,0.1763493124
2018-02-01,240000.0,2856.0,5897.0,16639.0,5.8,82.0,0.1654546547
2018-02-01,201250.0,496.0,964.0,2209.0,4.5,63.0,0.1444092349
2018-02-01,246993.141694008,7791.228296947,10428.115361267,29449.043247746,4.095516364,55.69000179,0.214346405
2018-02-01,207500.0,312.0,551.0,1328.0,4.3,55.0,0.1694277108
2018-02-01,230000.0,5085.0,10345.0,26834.0,5.3,74.0,0.1539464858
2018-02-01,260224.571667192,4469.254052786,6069.535957403,18293.555819886,4.31830257,62.062975352,0.2288638069
2018-02-01,207500.0,1421.0,2933.0,6658.0,4.7,69.0,0.1254130369
2018-03-01,244129.209351406,8378.378809498,10689.542102657,29127.877338344,3.607392969,57.44981158,0.2257990688
2018-03-01,256772.836602943,4836.973281523,6230.551250046,18104.401415701,3.964813984,62.603571781,0.2415917832
2018-03-01,255000.0,4334.0,7964.0,17296.0,4.0,75.0,0.2202821462
2018-03-01,205000.0,811.0,1392.0,2343.0,2.9,60.0,0.1971830986
2018-03-01,245000.0,7786.0,13680.0,28092.0,3.6,66.0,0.2058949167
2018-03-01,240000.0,2225.0,3676.0,7032.0,3.2,57.0,0.1759101251
2018-03-01,239000.0,416.0,648.0,1421.0,3.4,50.0,0.197044335
2018-03-01,228381.476468687,2264.238030642,2835.290506799,7055.848656007,3.355016864,52.140981193,0.1899946152
2018-03-01,203722.1653033,845.616985335,1105.447303541,2432.381978511,3.079804894,54.137150866,0.2282989465
2018-04-01,210000.0,967.0,1343.0,2533.0,2.6,44.0,0.1831819976
2018-04-01,252000.0,9100.0,14345.0,30927.0,3.4,48.0,0.2147637986
2018-04-01,243450.0,388.0,658.0,1546.0,4.0,43.0,0.1985769728
2018-04-01,230000.0,2547.0,3844.0,7586.0,3.0,44.0,0.1850777748
2018-04-01,240181.894985211,8741.131388238,10530.171941956,30428.75982494,3.69086618,56.478951366,0.22434941
2018-04-01,205808.804474737,975.305201732,1054.782129108,2495.293706547,2.711558273,49.288457451,0.206142855
2018-04-01,205683.974345651,2234.85896675,2781.979902039,7321.917812387,3.429318744,52.766567804,0.1932531832
2018-04-01,259759.68023983,5110.792287194,6181.05966378,19007.203385993,3.798739446,59.593174001,0.2405080468
2018-04-01,271000.0,5198.0,8500.0,19262.0,3.7,51.0,0.2321150452
2018-05-01,215000.0,1133.0,1389.0,2736.0,2.4,44.0,0.2247807018
2018-05-01,206726.922477378,2209.337243134,2819.225043627,7711.933193358,3.590497286,53.213425029,0.189383332
2018-05-01,248500.0,412.0,674.0,1686.0,4.1,43.0,0.2147093713
2018-05-01,257732.665637764,5061.085789556,6239.067778155,20189.300755568,3.973982702,62.005862696,0.2353986628
2018-05-01,239759.761145846,8642.115005394,10632.037931302,32069.150415056,3.803068818,58.08533623,0.2212302234
2018-05-01,228000.0,2951.0,3784.0,8129.0,2.8,43.0,0.2050682741
2018-05-01,275000.0,6084.0,8676.0,21237.0,3.5,50.0,0.2567688468
2018-05-01,255000.0,10580.0,14523.0,33788.0,3.2,47.0,0.2394933112
2018-05-01,206193.0428981,964.221905367,1032.542169328,2569.1645036,2.77527199,54.933507977,0.2211720463
2018-06-01,265000.0,11370.0,13179.0,34881.0,3.1,52.0,0.2483873742
2018-06-01,212864.284864873,2312.302401958,2774.259953571,7776.097339493,3.576694548,58.587128956,0.1934034351
2018-06-01,235000.0,3113.0,3412.0,8316.0,2.7,48.0,0.2187349687
2018-06-01,205559.462663123,882.095015492,1040.451010942,2633.894786961,3.167113323,61.479270643,0.2084358993
2018-06-01,215754.0,1155.0,1291.0,2854.0,2.5,49.0,0.2288016819
2018-06-01,257000.0,453.0,646.0,1758.0,3.9,53.0,0.2212741752
2018-06-01,258145.217972376,4895.06435006,6123.687188958,20283.355491045,4.089956767,66.748934432,0.228355662
2018-06-01,285000.0,6649.0,7830.0,21953.0,3.3,54.0,0.2645196556
2018-06-01,242417.218009195,8438.124351814,10452.865637152,32293.936012074,3.908439948,62.718832945,0.2173768173
2018-07-01,239960.728492601,8112.836380387,10654.439307878,32424.773273222,3.985059909,64.611724787,0.2161717104
2018-07-01,270000.0,5772.0,7131.0,22274.0,3.9,57.0,0.2744455419
2018-07-01,213240.480901483,2201.220930208,2733.977742608,7698.838762622,3.661074449,60.373921896,0.1910032071
2018-07-01,255000.0,9806.0,12218.0,35557.0,3.6,55.0,0.2570239334
2018-07-01,220000.0,1010.0,1280.0,3018.0,3.0,49.0,0.2302849569
2018-07-01,252553.723051274,4714.620768145,6204.870318235,20272.95044965,4.377637172,68.321774871,0.2292431242
2018-07-01,250000.0,379.0,736.0,1931.0,5.1,50.0,0.2304505438
2018-07-01,229000.0,2645.0,3071.0,8334.0,3.2,51.0,0.2271418287
2018-07-01,214414.687747042,839.643748597,1102.359538578,2748.81159042,3.249916582,60.019703804,0.1978633513
2018-08-01,244750.0,9958.0,11224.0,34830.0,3.5,56.0,0.2678438128
2018-08-01,238180.846305031,7964.295922063,10413.721333728,32322.924418073,4.115328101,63.671790932,0.2148009958
2018-08-01,250000.0,410.0,657.0,1955.0,4.8,55.0,0.2537084399
2018-08-01,252997.52225497,4667.531611187,6158.188864948,20157.70808468,4.457450383,67.859203753,0.2259290949
2018-08-01,205646.599581697,2110.854989582,2621.797776906,7591.208642224,3.732898264,59.039183433,0.186178723
2018-08-01,208000.0,1046.0,1146.0,2991.0,2.9,49.0,0.2798395186
2018-08-01,263000.0,5917.0,6655.0,21805.0,3.7,59.0,0.2812657647
2018-08-01,208000.0,2585.0,2766.0,8079.0,3.1,52.0,0.2313405124
2018-08-01,205517.240700144,808.034082737,1021.574082759,2765.031853672,3.398161362,55.123355204,0.2224584702
2018-09-01,200000.0,1900.0,2686.0,8247.0,4.3,56.0,0.2445737844
2018-09-01,249000.0,384.0,593.0,1998.0,5.2,59.0,0.2437437437
2018-09-01,261758.234861387,4560.207517612,6140.65248128,20096.174834927,4.418600166,68.134456341,0.2349366307
2018-09-01,214533.475765679,803.446466355,1086.023844551,2790.213116884,3.37374224,61.447288996,0.2077770217
2018-09-01,260000.0,4381.0,5741.0,21560.0,4.9,63.0,0.2740723562
2018-09-01,208551.25657421,2004.788623795,2760.667571651,7648.576473969,3.842228404,61.248520891,0.1968298849
2018-09-01,215000.0,796.0,1050.0,3026.0,3.8,57.0,0.2551222736
2018-09-01,242383.580939437,7786.253235419,10510.600920899,32354.440202256,4.183580909,64.289675612,0.2224419373
2018-09-01,240000.0,7461.0,10070.0,34831.0,4.7,60.0,0.2635009044
2018-10-01,209538.693204006,850.772418987,1061.38695828,2741.447219092,3.192162606,61.354779941,0.2234231566
2018-10-01,260000.0,413.0,621.0,1947.0,4.7,56.0,0.2655367232
2018-10-01,210098.373922468,2027.227324094,2712.746965291,7607.643112375,3.886207078,62.020205379,0.1993484877
2018-10-01,192000.0,1964.0,2305.0,7907.0,4.0,61.0,0.2645756924
2018-10-01,245000.0,4605.0,5465.0,20513.0,4.5,69.0,0.2838200166
2018-10-01,242422.884100615,7694.138469296,10478.400231047,31931.546510751,4.174880322,65.517387676,0.2250762697
2018-10-01,232000.0,7869.0,9344.0,33223.0,4.2,65.0,0.278210878
2018-10-01,255029.895987998,4443.857180882,6158.466466142,19764.577926333,4.590977738,68.991019526,0.2337014719
2018-10-01,206750.0,888.0,953.0,2856.0,3.2,59.0,0.2864145658
2018-11-01,217430.548543854,833.103984407,1013.435307537,2724.804851961,3.283853743,59.81935992,0.1879935473
2018-11-01,245368.27602063,7869.573187289,10346.53440512,31014.900024103,4.049237752,66.592275011,0.2185455727
2018-11-01,198000.0,1689.0,1494.0,7004.0,4.1,65.0,0.1918903484
2018-11-01,210000.0,778.0,648.0,2579.0,3.3,62.0,0.188832881
2018-11-01,235000.0,7030.0,6218.0,29626.0,4.2,69.0,0.2048538446
2018-11-01,259690.123304171,4580.195789582,6031.115120278,19093.608283985,4.387020007,69.32897643,0.2277734906
2018-11-01,248750.0,4169.0,3627.0,18212.0,4.4,72.0,0.2113990775
2018-11-01,251600.0,394.0,449.0,1831.0,4.6,59.0,0.2146368105
2018-11-01,217530.54918338,2094.182458162,2620.594267671,7389.887713236,3.762024742,62.715364666,0.2017953892
2018-12-01,240000.0,3583.0,2501.0,15742.0,4.4,79.0,0.1398805743
2018-12-01,242589.289204598,7252.121462085,10149.189537265,30430.499487343,4.385771141,68.587400116,0.2134174103
2018-12-01,228100.0,6036.0,4122.0,25520.0,4.2,76.0,0.1327586207
2018-12-01,256692.336105358,4245.649398757,5944.274459827,18626.438532093,4.738507329,71.918085497,0.2236417018
2018-12-01,195000.0,1498.0,978.0,6016.0,4.0,72.0,0.1063829787
2018-12-01,210000.0,589.0,351.0,2168.0,3.7,67.0,0.13099631
2018-12-01,216435.181657008,715.845022418,805.684037739,2611.474378717,3.829977823,58.957052156,0.196779866
2018-12-01,254550.0,367.0,292.0,1594.0,4.3,75.0,0.1662484316
2018-12-01,212294.063110742,1896.393933829,2622.055177597,7394.798378289,3.958276749,62.178629165,0.1841172267
2019-01-01,259215.570719169,4127.112782543,5999.91401831,18595.617347547,4.773126553,75.050325732,0.2214121274
2019-01-01,236000.0,2718.0,4427.0,16006.0,5.9,92.0,0.1738098213
2019-01-01,244088.362248269,7012.557047947,10185.060972207,30320.821915201,4.487097759,70.426843218,0.212347602
2019-01-01,213035.338866869,714.189608628,927.713348866,2556.983307436,3.738110207,57.076696238,0.1971814292
2019-01-01,210860.581542925,1846.048735373,2580.162608691,7323.297365632,4.093155668,65.374187905,0.1836382515
2019-01-01,240000.0,275.0,410.0,1566.0,5.7,77.0,0.1794380587
2019-01-01,225000.0,4609.0,7706.0,26055.0,5.7,86.0,0.1628478219
2019-01-01,192250.0,1156.0,2130.0,6281.0,5.4,84.0,0.1327814042
2019-01-01,204500.0,460.0,739.0,2202.0,4.8,75.0,0.1584922797
2019-02-01,240000.0,302.0,431.0,1538.0,5.1,84.0,0.1638491547
2019-02-01,215226.251260519,806.604428167,1011.607325643,2602.612528407,3.552940716,68.21376086,0.2140658195
2019-02-01,247674.997765633,7511.594355966,10326.327237484,31430.751875569,4.563116828,71.885207323,0.2193760986
2019-02-01,209900.0,1303.0,2894.0,7199.0,5.5,91.0,0.1333518544
2019-02-01,210333.0,527.0,939.0,2364.0,4.5,91.0,0.1510152284
2019-02-01,261018.739771733,4348.350504346,6083.900112106,19360.039522269,4.764960987,72.394144619,0.2326209673
2019-02-01,242007.5,2781.0,5934.0,17723.0,6.4,94.0,0.1649269311
2019-02-01,232500.0,4913.0,10198.0,28824.0,5.9,92.0,0.1557382737
2019-02-01,224079.300027848,1976.900323386,2694.837039111,7609.704996012,4.114331861,65.793962887,0.1905517748
2019-03-01,242749.5,6945.0,13421.0,32335.0,4.7,75.0,0.1932271532
2019-03-01,257000.0,4020.0,7905.0,19850.0,4.9,80.0,0.2031738035
2019-03-01,250000.0,307.0,682.0,1673.0,5.4,82.0,0.1769276748
2019-03-01,205500.0,731.0,1268.0,2701.0,3.7,72.0,0.1817845243
2019-03-01,240984.868972912,7552.400120681,10326.03139338,33427.79188887,4.745852745,68.000545206,0.2231963343
2019-03-01,225000.0,1887.0,3566.0,8111.0,4.3,65.0,0.1766736531
2019-03-01,257556.312479424,4481.722586084,6096.48425978,20649.005179665,4.725689278,70.914304625,0.2364085591
2019-03-01,207018.522236411,797.998130841,1096.595963403,2805.812571383,3.786649642,65.847544513,0.2207889386
2019-03-01,211852.868739267,1972.626011801,2724.08541043,8134.829711354,4.372283495,62.550346076,0.1986064531
2019-04-01,213456.999747414,863.568018225,1102.173010851,2989.189556861,3.729985656,60.852473732,0.2369070324
2019-04-01,270000.0,4940.0,8531.0,21690.0,4.4,62.0,0.2307053942
2019-04-01,207669.934706335,2002.269828189,2824.323949253,8490.052347758,4.408913777,60.227821072,0.1996595694
2019-04-01,257790.850758353,4746.124234045,6092.851189669,21435.665970315,4.675398571,68.923273615,0.2405008658
2019-04-01,250000.0,349.0,684.0,1752.0,5.0,60.0,0.1974885845
2019-04-01,220000.0,887.0,1443.0,3031.0,3.4,54.0,0.2141207522
2019-04-01,233000.0,2398.0,3898.0,8754.0,3.7,52.0,0.195453507
2019-04-01,242287.285647912,7982.044290758,10387.610523735,34601.388490847,4.512815357,65.176995298,0.2273023864
2019-04-01,255000.0,8572.0,14556.0,35227.0,4.1,58.0,0.2187810486
2019-05-01,262443.356170257,4870.957624225,5994.877035963,21660.3699083,4.492067492,70.658260855,0.2490662313
2019-05-01,208352.614014496,2114.372670606,2735.139539077,8715.196974592,4.191974165,65.328077984,0.204382602
2019-05-01,246293.133119649,8323.222751925,10234.236830555,35247.385444476,4.427599321,66.739294546,0.2347806968
2019-05-01,228400.0,2833.0,3687.0,9132.0,3.2,53.0,0.22065265
2019-05-01,262000.0,10346.0,14259.0,36852.0,3.6,56.0,0.2514924563
2019-05-01,280000.0,5968.0,8398.0,22697.0,3.8,59.0,0.2684495748
2019-05-01,215164.274059946,892.550699142,1124.243892461,3087.395513276,3.603941818,62.31193713,0.2363809772
2019-05-01,284950.0,460.0,690.0,1790.0,3.9,53.0,0.2229050279
2019-05-01,221000.0,1085.0,1484.0,3233.0,3.0,50.0,0.2375502629
2019-06-01,293000.0,413.0,699.0,1968.0,4.8,52.0,0.2164634146
2019-06-01,285000.0,5918.0,7577.0,23837.0,4.0,57.0,0.2662247766
2019-06-01,233000.0,2714.0,3168.0,9402.0,3.5,55.0,0.2083599234
2019-06-01,265000.0,10110.0,12746.0,38642.0,3.8,56.0,0.2468298742
2019-06-01,225000.0,1066.0,1302.0,3435.0,3.2,52.0,0.2366812227
2019-06-01,212566.732568156,2107.688627721,2618.592825952,8862.274051785,4.256549137,67.762346807,0.1876700866
2019-06-01,258513.876295303,4685.414332952,6068.427040402,22186.340805688,4.60052061,69.676114451,0.2338797102
2019-06-01,243754.379972832,8063.968444282,10261.033449715,36087.632310001,4.424482158,66.994723071,0.2201340047
2019-06-01,213509.576596276,872.549317417,1068.589660386,3198.654274357,3.693002616,64.827237666,0.2215600321
2019-07-01,261000.0,9938.0,11764.0,39101.0,3.9,59.0,0.2584844377
2019-07-01,212569.828996475,842.293646046,970.040685728,3164.229256698,3.652594664,67.892012312,0.2103820237
2019-07-01,263689.314364923,4745.601537294,5877.061243413,22163.012026355,4.668999334,72.648816317,0.2208004909
2019-07-01,219000.0,1037.0,1162.0,3440.0,3.3,56.0,0.2485465116
2019-07-01,206116.172628833,2026.007522705,2601.085072492,8811.990453956,4.535673456,70.556412,0.1814180383
2019-07-01,295000.0,417.0,663.0,2073.0,5.0,54.0,0.2320308731
2019-07-01,280000.0,5980.0,6933.0,24141.0,4.0,61.0,0.2749264736
2019-07-01,246961.857639435,8000.587947596,9911.601311997,36001.089231357,4.456441408,69.491641681,0.2086506638
2019-07-01,220000.0,2505.0,3006.0,9447.0,3.8,59.0,0.2262093786
2019-08-01,220000.0,2437.0,2705.0,9162.0,3.8,64.0,0.2225496616
2019-08-01,259276.269171661,4474.022717185,5959.550510051,21942.188516454,4.903702616,76.163719767,0.222483967
2019-08-01,218382.698323781,2080.176585898,2597.961451012,8674.138492275,4.471966212,73.274368734,0.1784454223
2019-08-01,269000.0,5458.0,6325.0,23566.0,4.3,67.0,0.2750572859
2019-08-01,253500.0,9382.0,10825.0,38212.0,4.1,65.0,0.258950068
2019-08-01,299000.0,443.0,623.0,2096.0,4.7,63.0,0.2375954198
2019-08-01,216244.557403512,834.578272858,1033.450380309,3154.172418018,3.611305845,68.564483133,0.2047434141
2019-08-01,247217.940384626,7744.463454633,10091.37342723,35627.63208753,4.602423907,73.173413573,0.2072365179
2019-08-01,221000.0,1045.0,1172.0,3388.0,3.2,61.0,0.2597402597
2019-09-01,257500.0,4494.0,5813.0,22986.0,5.1,74.0,0.2681197251
2019-09-01,215000.0,804.0,1013.0,3356.0,4.2,62.0,0.2646007151
2019-09-01,210000.0,1935.0,2614.0,9082.0,4.7,67.0,0.2426778243
2019-09-01,275500.0,356.0,618.0,2133.0,6.0,74.0,0.2245663385
2019-09-01,260179.844121235,4509.06131067,6054.328848986,21541.290189868,4.855717378,79.277587971,0.2203750186
2019-09-01,216546.925505454,777.139789608,1017.674028333,3133.490750245,3.914720414,66.932749518,0.2108182771
2019-09-01,218282.335248544,1972.344502402,2621.077115884,8483.578092662,4.394109979,74.045422818,0.1862266147
2019-09-01,246465.199012647,7632.324395991,10233.142996931,35141.585263554,4.556602713,75.70287035,0.2089447151
2019-09-01,242500.0,7589.0,10058.0,37557.0,4.9,71.0,0.2589663711
2019-10-01,219180.008956254,753.076619181,979.075704624,3031.993311699,3.957801521,72.010554591,0.2029292143
2019-10-01,249135.837852637,7573.629370059,10309.19678477,34178.777077435,4.535256489,77.19177173,0.2044743359
2019-10-01,264968.038468224,4462.954934883,6010.148574483,20984.258135205,4.741738064,80.715003063,0.2151160264
2019-10-01,217000.0,796.0,907.0,3160.0,4.0,69.0,0.2686708861
2019-10-01,265000.0,443.0,581.0,2041.0,4.6,68.0,0.2479176874
2019-10-01,255000.0,4622.0,5303.0,21727.0,4.7,80.0,0.2704469094
2019-10-01,217004.917991548,1950.602638801,2660.499766003,8280.618383744,4.329543217,74.850031463,0.1802724756
2019-10-01,200000.0,1887.0,2273.0,8580.0,4.5,73.0,0.2407925408
2019-10-01,240000.0,7747.0,9064.0,35508.0,4.6,76.0,0.2617156697
2019-11-01,241500.0,6518.0,5805.0,31601.0,4.8,79.0,0.1808487073
2019-11-01,205000.0,689.0,535.0,2743.0,4.0,70.0,0.1965001823
2019-11-01,252768.668917888,7539.047075275,10342.81596803,32966.072451589,4.466628932,77.484564037,0.196180599
2019-11-01,269000.0,363.0,414.0,1861.0,5.1,81.0,0.1649650725
2019-11-01,219303.637187413,1927.639411421,2510.343585786,8101.644614242,4.556387167,74.056847324,0.1668726671
2019-11-01,270903.246370331,4492.173584261,6085.485972601,20143.072856144,4.679305134,81.057591955,0.2067694931
2019-11-01,260000.0,3974.0,3479.0,19281.0,4.9,83.0,0.1909651989
2019-11-01,200000.0,1492.0,1377.0,7716.0,5.2,76.0,0.1543545879
2019-11-01,211976.664915929,780.213291998,873.188096142,2888.905784343,3.802200198,67.750021965,0.1961323228
2019-12-01,220697.986087446,763.074331479,946.047903844,2738.565958965,3.829590781,71.842949792,0.193623814
2019-12-01,255000.0,4057.0,2710.0,16312.0,4.0,87.0,0.1439431094
2019-12-01,273500.0,406.0,325.0,1617.0,4.0,79.0,0.1354359926
2019-12-01,240000.0,6882.0,4419.0,26620.0,3.9,84.0,0.132081142
2019-12-01,220884.525073517,2153.129915146,2538.45195347,7784.698957842,3.679352671,71.044374547,0.172675964
2019-12-01,212000.0,657.0,416.0,2285.0,3.5,81.0,0.1347921225
2019-12-01,272431.296521351,4537.487630862,6297.936923517,19160.683932396,4.529300595,80.696920283,0.2158069369
2019-12-01,202250.0,1762.0,968.0,6406.0,3.6,83.0,0.1005307524
2019-12-01,254543.973082286,7834.749227734,10732.352436581,31450.047016811,4.296924629,77.381285685,0.2045488886
2020-01-01,268565.964825588,4459.348981203,6544.813125019,19224.310516813,4.716980667,81.057128376,0.2231246056
2020-01-01,203000.0,532.0,865.0,2417.0,4.5,98.0,0.1597021101
2020-01-01,195500.0,1235.0,2226.0,6757.0,5.5,94.0,0.1212076365
2020-01-01,280000.0,342.0,481.0,1600.0,4.7,90.0,0.160625
2020-01-01,213932.457187674,1960.664670328,2692.437028279,7798.614231935,4.23695853,71.470988032,0.1681682517
2020-01-01,234000.0,5107.0,8316.0,27447.0,5.4,96.0,0.1606368638
2020-01-01,253107.599586863,7635.752053779,11204.550782499,31794.838946841,4.398140881,80.187885329,0.2121916792
2020-01-01,245000.0,2998.0,4744.0,16673.0,5.6,98.0,0.1769927428
2020-01-01,214788.712126702,798.384431674,1103.738520822,2792.333943702,3.667108289,73.168529877,0.1980215809
2020-02-01,260000.0,3022.0,6463.0,18588.0,6.2,106.0,0.1654293092
2020-02-01,218000.0,541.0,1073.0,2732.0,5.0,96.0,0.1530014641
2020-02-01,268500.0,308.0,487.0,1592.0,5.2,93.0,0.135678392
2020-02-01,278261.460370359,4714.321954804,6795.05940549,20196.583070778,4.264610469,83.317530026,0.2291704302
2020-02-01,209236.316046079,2066.54014377,2775.003352742,8004.963337817,3.903179284,70.275685241,0.1939948562
2020-02-01,195000.0,1386.0,3023.0,7595.0,5.5,99.0,0.1353522054
2020-02-01,225711.839399136,830.572081404,1126.302670161,2900.838242492,3.690699612,72.315188845,0.2122540228
2020-02-01,256760.988243294,7986.187115657,11590.28463056,32922.768170994,4.170621819,81.404361937,0.2169099145
2020-02-01,242000.0,5257.0,11046.0,30507.0,5.8,102.0,0.1552102796
2020-03-01,278365.286379276,4590.495828556,5228.857024758,17027.733267414,3.814241197,74.463614063,0.2434859179
2020-03-01,225000.0,758.0,1083.0,2386.0,3.1,66.0,0.1848281643
