PERIOD_BEGIN,MEDIAN_SALE_PRICE,HOMES_SOLD,NEW_LISTINGS,INVENTORY,MONTHS_OF_SUPPLY,MEDIAN_DOM,PRICE_DROPS,MONTH,YEAR,MEDIAN_SALE_PRICE_LAG_1,MEDIAN_SALE_PRICE_LAG_3,HOMES_SOLD_LAG_1,HOMES_SOLD_LAG_3,NEW_LISTINGS_LAG_1,NEW_LISTINGS_LAG_3,INVENTORY_LAG_1,INVENTORY_LAG_3,MONTHS_OF_SUPPLY_LAG_1,MONTHS_OF_SUPPLY_LAG_3,MEDIAN_DOM_LAG_1,MEDIAN_DOM_LAG_3,PRICE_DROPS_LAG_1,PRICE_DROPS_LAG_3,MEDIAN_SALE_PRICE_ROLL3,MEDIAN_SALE_PRICE_ROLL6,HOMES_SOLD_ROLL3,HOMES_SOLD_ROLL6,NEW_LISTINGS_ROLL3,NEW_LISTINGS_ROLL6,INVENTORY_ROLL3,INVENTORY_ROLL6,MONTHS_OF_SUPPLY_ROLL3,MONTHS_OF_SUPPLY_ROLL6,MEDIAN_DOM_ROLL3,MEDIAN_DOM_ROLL6,PRICE_DROPS_ROLL3,PRICE_DROPS_ROLL6,PRICE_DROPS_YOY,RISK_SCORE,RISK_LABEL
2017-02-01,209000.0,5245.0,11269.0,30154.0,5.7,71.0,0.1679379187,2,2017,208000.0,215000.0,5499.0,7112.0,8472.0,6552.0,25998.0,28099.0,4.7,4.0,63.0,50.0,0.1786291253,0.2210754831,212666.66666666666,218741.66666666666,6556.333333333333,7717.0,6539.333333333333,8219.333333333334,26060.0,29275.166666666668,4.033333333333332,3.8499999999999996,56.0,49.333333333333336,0.18376844086666666,0.23295760603333335,-5.542819093894257,0.6732951486195674,0
2017-03-01,234900.0,8430.0,14274.0,33108.0,3.9,64.0,0.1979884016,3,2017,209000.0,215000.0,5245.0,7058.0,11269.0,4594.0,30154.0,24083.0,5.7,3.4,71.0,55.0,0.1679379187,0.1516007142,210666.66666666666,214408.33333333334,5934.0,6874.333333333333,8111.666666666667,8270.333333333334,26745.0,28752.5,4.599999999999999,4.266666666666667,63.0,54.666666666666664,0.1660559194,0.21233406200000002,-15.36198863863899,0.16433829860603755,0
2017-04-01,246050.0,8785.0,13142.0,35046.0,4.0,57.0,0.1926896079,4,2017,234900.0,208000.0,8430.0,5499.0,14274.0,8472.0,33108.0,25998.0,3.9,4.7,64.0,63.0,0.1979884016,0.1786291253,217300.0,216900.0,6391.333333333333,6842.333333333333,11338.333333333334,8955.333333333334,29753.333333333332,28766.666666666668,4.766666666666667,4.283333333333333,66.0,58.333333333333336,0.18151848186666666,0.19763305051666666,-15.717937080044619,0.03892732312727609,0
2017-05-01,250000.0,10759.0,14016.0,36111.0,3.4,54.0,0.2169698984,5,2017,246050.0,209000.0,8785.0,5245.0,13142.0,11269.0,35046.0,30154.0,4.0,5.7,57.0,71.0,0.1926896079,0.1679379187,229983.33333333334,221325.0,7486.666666666667,7021.5,12895.0,9717.166666666666,32769.333333333336,29414.666666666668,4.533333333333332,4.283333333333333,64.0,60.0,0.18620530940000002,0.18498687513333334,-22.26640544790863,-0.056247275967988196,0
2017-06-01,254000.0,12054.0,13571.0,36317.0,3.0,55.0,0.2365558829,6,2017,250000.0,234900.0,10759.0,8430.0,14016.0,14274.0,36111.0,33108.0,3.4,3.9,54.0,64.0,0.2169698984,0.1979884016,243650.0,227158.33333333334,9324.666666666666,7629.333333333333,13810.666666666666,10961.166666666666,34755.0,30750.0,3.7666666666666657,4.183333333333333,58.333333333333336,60.666666666666664,0.20254930263333337,0.18430261101666667,-17.809848299663976,-0.04563925778013637,1
2017-07-01,250000.0,9711.0,11492.0,36439.0,3.8,56.0,0.2413348336,7,2017,254000.0,246050.0,12054.0,8785.0,13571.0,13142.0,36317.0,35046.0,3.0,4.0,55.0,57.0,0.2365558829,0.1926896079,250016.66666666666,233658.33333333334,10532.666666666666,8462.0,13576.333333333334,12457.333333333334,35824.666666666664,32789.0,3.4666666666666655,4.116666666666666,55.333333333333336,60.666666666666664,0.21540512973333334,0.19846180579999997,-19.253616283981167,0.25273273568939014,1
2017-08-01,240000.0,10118.0,11184.0,35549.0,3.5,57.0,0.2575599876,8,2017,250000.0,250000.0,9711.0,10759.0,11492.0,14016.0,36439.0,36111.0,3.8,3.4,56.0,54.0,0.2413348336,0.2169698984,251333.33333333334,240658.33333333334,10841.333333333334,9164.0,13026.333333333334,12960.666666666666,36289.0,34529.166666666664,3.399999999999999,3.966666666666667,55.0,59.5,0.2316202049666667,0.20891275718333333,-12.301935569149336,0.2744432076533735,1
2017-09-01,234000.0,8264.0,10148.0,35258.0,4.3,61.0,0.2504396165,9,2017,240000.0,254000.0,10118.0,12054.0,11184.0,13571.0,35549.0,36317.0,3.5,3.0,57.0,55.0,0.2575599876,0.2365558829,248000.0,245825.0,10627.666666666666,9976.166666666666,12082.333333333334,12946.5,36101.666666666664,35428.333333333336,3.4333333333333322,3.6,56.0,57.166666666666664,0.2451502347,0.22384976866666664,-11.697507844328236,0.5542449523199097,1
2017-10-01,225000.0,7913.0,8930.0,33085.0,4.2,64.0,0.2489345625,10,2017,234000.0,250000.0,8264.0,9711.0,10148.0,11492.0,35258.0,36439.0,4.3,3.8,61.0,56.0,0.2504396165,0.2413348336,241333.33333333334,245675.0,9364.333333333334,9948.5,10941.333333333334,12258.833333333334,35748.666666666664,35786.666666666664,3.866666666666666,3.6666666666666665,58.0,56.666666666666664,0.24977814590000003,0.23259163781666667,-12.493202240257817,0.5671578319418638,1
2017-11-01,225000.0,7130.0,6618.0,28509.0,4.0,67.0,0.1925006138,11,2017,225000.0,240000.0,7913.0,10118.0,8930.0,11184.0,33085.0,35549.0,4.2,3.5,64.0,57.0,0.2489345625,0.2575599876,233000.0,242166.66666666666,8765.0,9803.166666666666,10087.333333333334,11556.833333333334,34630.666666666664,35459.833333333336,3.9999999999999996,3.6999999999999997,60.666666666666664,57.833333333333336,0.2523113888666667,0.24196579691666667,-7.30995339681405,0.2160395576224449,0
2017-12-01,227000.0,7094.0,4525.0,22298.0,3.1,71.0,0.1355726971,12,2017,225000.0,234000.0,7130.0,8264.0,6618.0,10148.0,28509.0,35258.0,4.0,4.3,67.0,61.0,0.1925006138,0.2504396165,228000.0,238000.0,7769.0,9198.333333333334,8565.333333333334,10323.833333333334,32284.0,34192.833333333336,4.166666666666666,3.8000000000000003,64.0,60.0,0.2306249309333334,0.23788758281666667,-12.925390413859061,-0.3404035932089941,0
2018-01-01,225000.0,5179.0,8202.0,23933.0,4.6,58.0,0.169013496,1,2018,227000.0,225000.0,7094.0,7913.0,4525.0,8930.0,22298.0,33085.0,3.1,4.2,71.0,64.0,0.1355726971,0.2489345625,225666.66666666666,233500.0,7379.0,8371.666666666666,6691.0,8816.166666666666,27964.0,31856.333333333332,3.766666666666666,3.816666666666667,67.33333333333333,62.666666666666664,0.19233595780000004,0.22105705185000002,-10.572520838427547,0.10210875344875785,0
2018-02-01,230000.0,5085.0,10345.0,26834.0,5.3,74.0,0.1539464858,2,2018,225000.0,225000.0,5179.0,7130.0,8202.0,6618.0,23933.0,28509.0,4.6,4.0,58.0,67.0,0.169013496,0.1925006138,225666.66666666666,229333.33333333334,6467.666666666667,7616.333333333333,6448.333333333333,8267.833333333334,24913.333333333332,29772.0,3.899999999999999,3.9499999999999997,65.33333333333333,63.0,0.16569560230000005,0.20900349558333334,-5.383013147408599,0.5162521912660024,0
2018-03-01,245000.0,7786.0,13680.0,28092.0,3.6,66.0,0.2058949167,3,2018,230000.0,227000.0,5085.0,7094.0,10345.0,4525.0,26834.0,22298.0,5.3,3.1,74.0,71.0,0.1539464858,0.1355726971,227333.33333333334,227666.66666666666,5786.0,6777.5,7690.666666666667,8128.0,24355.0,28319.5,4.333333333333332,4.25,67.66666666666667,65.83333333333333,0.15284422630000005,0.19173457861666668,-8.331312551868608,0.15350729065088614,0
2018-04-01,252000.0,9100.0,14345.0,30927.0,3.4,48.0,0.2147637986,4,2018,245000.0,225000.0,7786.0,5179.0,13680.0,8202.0,28092.0,23933.0,3.6,4.6,66.0,58.0,0.2058949167,0.169013496,233333.33333333334,229500.0,6016.666666666667,6697.833333333333,10742.333333333334,8716.666666666666,26286.333333333332,27125.166666666668,4.499999999999999,4.133333333333333,66.0,66.66666666666667,0.1762849661666667,0.18431046198333334,3.993423370311211,-0.176558546316004,0
2018-05-01,255000.0,10580.0,14523.0,33788.0,3.2,47.0,0.2394933112,5,2018,252000.0,230000.0,9100.0,5085.0,14345.0,10345.0,30927.0,26834.0,3.4,5.3,48.0,74.0,0.2147637986,0.1539464858,242333.33333333334,234000.0,7323.666666666667,6895.666666666667,12790.0,9619.166666666666,28617.666666666668,26765.5,4.099999999999999,4.0,62.666666666666664,64.0,0.19153506703333337,0.17861533466666668,11.455828334787954,-0.10755638182114657,1
2018-06-01,265000.0,11370.0,13179.0,34881.0,3.1,52.0,0.2483873742,6,2018,255000.0,245000.0,10580.0,7786.0,14523.0,13680.0,33788.0,28092.0,3.2,3.6,47.0,66.0,0.2394933112,0.2058949167,250666.66666666666,239000.0,9155.333333333334,7470.666666666667,14182.666666666666,10936.666666666666,30935.666666666668,27645.333333333332,3.4,3.8666666666666667,53.666666666666664,60.666666666666664,0.22005067550000001,0.1864474509,10.380892910073825,0.00397167929325537,1
2018-07-01,255000.0,9806.0,12218.0,35557.0,3.6,55.0,0.2570239334,7,2018,265000.0,252000.0,11370.0,9100.0,13179.0,14345.0,34881.0,30927.0,3.1,3.4,52.0,48.0,0.2483873742,0.2147637986,257333.33333333334,245333.33333333334,10350.0,8183.333333333333,14015.666666666666,12379.0,33198.666666666664,29742.5,3.233333333333333,3.8666666666666667,49.0,57.5,0.23421482800000004,0.20524989708333333,5.001562909767743,0.2669976179700367,1
2018-08-01,244750.0,9958.0,11224.0,34830.0,3.5,56.0,0.2678438128,8,2018,255000.0,255000.0,9806.0,10580.0,12218.0,14523.0,35557.0,33788.0,3.6,3.2,55.0,47.0,0.2570239334,0.2394933112,258333.33333333334,250333.33333333334,10585.333333333334,8954.5,13306.666666666666,13048.333333333334,34742.0,31679.833333333332,3.2999999999999994,3.6999999999999997,51.333333333333336,57.0,0.24830153960000004,0.21991830331666665,6.500967790668755,0.3188833651535368,1
2018-09-01,240000.0,7461.0,10070.0,34831.0,4.7,60.0,0.2635009044,9,2018,244750.0,265000.0,9958.0,11370.0,11224.0,13179.0,34830.0,34881.0,3.5,3.1,56.0,52.0,0.2678438128,0.2483873742,254916.66666666666,252791.66666666666,10378.0,9766.666666666666,12207.0,13194.833333333334,35089.333333333336,33012.5,3.4,3.4,54.333333333333336,54.0,0.2577517068000001,0.23890119115,3.9927883580935797,0.7413074390544684,1
2018-10-01,232000.0,7869.0,9344.0,33223.0,4.2,65.0,0.278210878,10,2018,240000.0,255000.0,7461.0,9806.0,10070.0,12218.0,34831.0,35557.0,4.7,3.6,60.0,55.0,0.2635009044,0.2570239334,246583.33333333334,251958.33333333334,9075.0,9712.5,11170.666666666666,12593.166666666666,35072.666666666664,34135.666666666664,3.933333333333333,3.5833333333333335,57.0,53.0,0.2627895502000001,0.2485021891,5.2153441546257895,0.7622437485087826,1
2018-11-01,235000.0,7030.0,6218.0,29626.0,4.2,69.0,0.2048538446,11,2018,232000.0,244750.0,7869.0,9958.0,9344.0,11224.0,33223.0,34830.0,4.2,3.5,65.0,56.0,0.278210878,0.2678438128,238916.66666666666,248625.0,8429.333333333334,9507.333333333334,10212.666666666666,11759.666666666666,34294.666666666664,34518.333333333336,4.133333333333333,3.716666666666667,60.333333333333336,55.833333333333336,0.26985186506666675,0.25907670233333335,11.760647137940117,0.3893891432908652,0
2018-12-01,228100.0,6036.0,4122.0,25520.0,4.2,76.0,0.1327586207,12,2018,235000.0,240000.0,7030.0,7461.0,6218.0,10070.0,29626.0,34831.0,4.2,4.7,69.0,60.0,0.2048538446,0.2635009044,235666.66666666666,245291.66666666666,7453.333333333333,8915.666666666666,8544.0,10375.5,32560.0,33824.666666666664,4.366666666666666,3.8833333333333333,64.66666666666667,59.5,0.24885520900000002,0.25330345790000003,6.41724229141134,0.07765142017468625,0
2019-01-01,225000.0,4609.0,7706.0,26055.0,5.7,86.0,0.1628478219,1,2019,228100.0,232000.0,6036.0,7869.0,4122.0,9344.0,25520.0,33223.0,4.2,4.2,76.0,65.0,0.1327586207,0.278210878,231700.0,239141.66666666666,6978.333333333333,8026.666666666667,6561.333333333333,8866.0,29456.333333333332,32264.5,4.2,4.066666666666666,70.0,63.5,0.2052744477666667,0.23403199898333335,-2.075695519964693,0.9098607883759309,0
2019-02-01,232500.0,4913.0,10198.0,28824.0,5.9,92.0,0.1557382737,2,2019,225000.0,235000.0,4609.0,7030.0,7706.0,6218.0,26055.0,29626.0,5.7,4.2,86.0,69.0,0.1628478219,0.2048538446,229366.66666666666,234141.66666666666,5891.666666666667,7160.5,6015.333333333333,8114.0,27067.0,30680.833333333332,4.7,4.416666666666667,77.0,68.66666666666667,0.16682009573333337,0.21833598040000002,-3.6480365449632624,1.036671068589879,0
2019-03-01,242749.5,6945.0,13421.0,32335.0,4.7,75.0,0.1932271532,3,2019,232500.0,228100.0,4913.0,6036.0,10198.0,4122.0,28824.0,25520.0,5.9,4.2,92.0,76.0,0.1557382737,0.1327586207,228533.33333333334,232100.0,5186.0,6319.666666666667,7342.0,7943.0,26799.666666666668,29679.833333333332,5.266666666666667,4.816666666666667,84.66666666666667,74.66666666666667,0.15044823876666671,0.19965172388333333,1.1639030866400057,0.583203480687348,0
2019-04-01,255000.0,8572.0,14556.0,35227.0,4.1,58.0,0.2187810486,4,2019,242749.5,225000.0,6945.0,4609.0,13421.0,7706.0,32335.0,26055.0,4.7,5.7,75.0,86.0,0.1932271532,0.1628478219,233416.5,232558.25,5489.0,6233.666666666667,10441.666666666666,8501.5,29071.333333333332,29263.833333333332,5.433333333333333,4.816666666666667,84.33333333333333,77.16666666666667,0.1706044162666667,0.18793943201666666,-6.15253824768176,0.2461810581855414,0
2019-05-01,262000.0,10346.0,14259.0,36852.0,3.6,56.0,0.2514924563,5,2019,255000.0,232500.0,8572.0,4913.0,14556.0,10198.0,35227.0,28824.0,4.1,5.9,58.0,92.0,0.2187810486,0.1557382737,243416.5,236391.58333333334,6810.0,6350.833333333333,12725.0,9370.166666666666,32128.666666666668,29597.833333333332,4.8999999999999995,4.8,75.0,76.0,0.18924882516666672,0.17803446045000001,1.8705433719218956,0.2513316574987823,1
2019-06-01,265000.0,10110.0,12746.0,38642.0,3.8,56.0,0.2468298742,6,2019,262000.0,242749.5,10346.0,6945.0,14259.0,13421.0,36852.0,32335.0,3.6,4.7,56.0,75.0,0.2514924563,0.1932271532,253249.83333333334,240891.58333333334,8621.0,6903.5,14078.666666666666,10710.333333333334,34804.666666666664,30802.166666666668,4.133333333333333,4.7,63.0,73.83333333333333,0.22116688603333334,0.1858075624,5.010221387761238,0.286003737219403,1
2019-07-01,261000.0,9938.0,11764.0,39101.0,3.9,59.0,0.2584844377,7,2019,265000.0,255000.0,10110.0,8572.0,12746.0,14556.0,38642.0,35227.0,3.8,4.1,56.0,58.0,0.2468298742,0.2187810486,260666.66666666666,247041.58333333334,9676.0,7582.5,13853.666666666666,12147.666666666666,36907.0,32989.166666666664,3.8333333333333326,4.633333333333334,56.666666666666664,70.5,0.23903445970000003,0.20481943798333332,-0.6270447541934732,0.44149734971365695,1
2019-08-01,253500.0,9382.0,10825.0,38212.0,4.1,65.0,0.258950068,8,2019,261000.0,262000.0,9938.0,10346.0,11764.0,14259.0,39101.0,36852.0,3.9,3.6,59.0,56.0,0.2584844377,0.2514924563,262666.6666666667,253041.58333333334,10131.333333333334,8470.666666666666,12923.0,12824.0,38198.333333333336,35163.5,3.7666666666666657,4.333333333333333,57.0,66.0,0.25226892273333335,0.22075887395000002,0.568236693244839,0.6141733102400704,1
2019-09-01,242500.0,7589.0,10058.0,37557.0,4.9,71.0,0.2589663711,9,2019,253500.0,265000.0,9382.0,10110.0,10825.0,12746.0,38212.0,38642.0,4.1,3.8,65.0,56.0,0.258950068,0.2468298742,259833.33333333334,256541.58333333334,9810.0,9215.5,11778.333333333334,12928.5,38651.666666666664,36728.166666666664,3.9333333333333322,4.033333333333333,60.0,61.5,0.2547547933,0.23796083966666667,-3.320496638330428,0.9728370175801837,1
2019-10-01,240000.0,7747.0,9064.0,35508.0,4.6,76.0,0.2617156697,10,2019,242500.0,261000.0,7589.0,9938.0,10058.0,11764.0,37557.0,39101.0,4.9,3.9,71.0,59.0,0.2589663711,0.2584844377,252333.33333333334,256500.0,8969.666666666666,9322.833333333334,10882.333333333334,12368.0,38290.0,37598.5,4.3,4.066666666666666,65.0,60.833333333333336,0.2588002922666667,0.24891737598333333,-1.7208795963434387,0.9842574056615369,1
2019-11-01,241500.0,6518.0,5805.0,31601.0,4.8,79.0,0.1808487073,11,2019,240000.0,253500.0,7747.0,9382.0,9064.0,10825.0,35508.0,38212.0,4.6,4.1,76.0,65.0,0.2617156697,0.258950068,245333.33333333334,254000.0,8239.333333333334,9185.333333333334,9982.333333333334,11452.666666666666,37092.333333333336,37645.333333333336,4.533333333333332,4.1499999999999995,70.66666666666667,63.833333333333336,0.2598773696,0.25607314616666665,-5.929030675788316,0.611009301704971,0
2019-12-01,240000.0,6882.0,4419.0,26620.0,3.9,84.0,0.132081142,12,2019,241500.0,242500.0,6518.0,7589.0,5805.0,10058.0,31601.0,37557.0,4.8,4.9,79.0,71.0,0.1808487073,0.2589663711,241333.33333333334,250583.33333333334,7284.666666666667,8547.333333333334,8309.0,10043.666666666666,34888.666666666664,36770.166666666664,4.766666666666666,4.3500000000000005,75.33333333333333,67.66666666666667,0.23384358270000002,0.24429918799999997,-11.718177585035184,0.12180055095141988,0
2020-01-01,234000.0,5107.0,8316.0,27447.0,5.4,96.0,0.1606368638,1,2020,240000.0,240000.0,6882.0,7747.0,4419.0,9064.0,26620.0,35508.0,3.9,4.6,84.0,76.0,0.132081142,0.2617156697,240500.0,246416.66666666666,7049.0,8009.333333333333,6429.333333333333,8655.833333333334,31243.0,34766.5,4.433333333333333,4.366666666666666,79.66666666666667,72.33333333333333,0.1915485063333334,0.22517439930000002,-0.5103086311290528,0.9803764200654959,0
2020-02-01,242000.0,5257.0,11046.0,30507.0,5.8,102.0,0.1552102796,2,2020,234000.0,241500.0,5107.0,6518.0,8316.0,5805.0,27447.0,31601.0,5.4,4.8,96.0,79.0,0.1606368638,0.1808487073,238500.0,241916.66666666666,6169.0,7204.166666666667,6180.0,8081.166666666667,28556.0,32824.166666666664,4.7,4.616666666666666,86.33333333333333,78.5,0.15785557103333336,0.2088664703166667,-1.3576835564664047,1.1802793649183754,0
2020-03-01,265000.0,7199.0,11003.0,26927.0,3.7,77.0,0.1903294091,3,2020,242000.0,240000.0,5257.0,6882.0,11046.0,4419.0,30507.0,26620.0,5.8,3.9,102.0,84.0,0.1552102796,0.132081142,238666.66666666666,240000.0,5748.666666666667,6516.666666666667,7927.0,8118.0,28191.333333333332,31540.0,5.033333333333332,4.8999999999999995,94.0,84.66666666666667,0.1493094284666667,0.1915765055833333,-0.33902655234068213,0.28679588551946333,0
2020-04-01,275000.0,7217.0,6899.0,23190.0,3.2,60.0,0.1664079345,4,2020,265000.0,234000.0,7199.0,5107.0,11003.0,8316.0,26927.0,27447.0,3.7,5.4,77.0,96.0,0.1903294091,0.1606368638,247000.0,243750.0,5854.333333333333,6451.666666666667,10121.666666666666,8275.5,28293.666666666668,29768.333333333332,4.966666666666666,4.7,91.66666666666667,85.66666666666667,0.16872551750000006,0.18013701191666667,-1.4996567780516168,-0.3183352894455865,0
2020-05-01,265000.0,6342.0,10207.0,22440.0,3.5,37.0,0.2221479501,5,2020,275000.0,242000.0,7217.0,5257.0,6899.0,11046.0,23190.0,30507.0,3.2,5.8,60.0,102.0,0.1664079345,0.1552102796,260666.66666666666,249583.33333333334,6557.666666666667,6363.333333333333,9649.333333333334,7914.666666666667,26874.666666666668,27715.333333333332,4.233333333333333,4.466666666666667,79.66666666666667,83.0,0.1706492077333334,0.16425238938333334,-23.938597257459172,-0.2964802971591743,1
2020-06-01,269000.0,8084.0,12941.0,22255.0,2.8,33.0,0.2786340148,6,2020,265000.0,265000.0,6342.0,7199.0,10207.0,11003.0,22440.0,26927.0,3.5,3.7,37.0,77.0,0.2221479501,0.1903294091,268333.3333333333,253500.0,6919.333333333333,6334.0,9369.666666666666,8648.333333333334,24185.666666666668,26188.5,3.4666666666666663,4.25,58.0,76.0,0.19296176456666672,0.17113559651666668,-11.668145689823628,-0.24593458301661186,1
2020-07-01,280000.0,10858.0,13649.0,22705.0,2.1,25.0,0.2968949571,7,2020,269000.0,275000.0,8084.0,7217.0,12941.0,6899.0,22255.0,23190.0,2.8,3.2,33.0,60.0,0.2786340148,0.1664079345,269666.6666666667,258333.33333333334,7214.333333333333,6534.333333333333,10015.666666666666,10068.666666666666,22628.333333333332,25461.0,3.166666666666666,4.066666666666666,43.333333333333336,67.5,0.22239663313333335,0.19556107531666667,12.885045095566472,-0.49813438139574057,1
2020-08-01,285000.0,11029.0,12886.0,22656.0,2.1,22.0,0.2916225282,8,2020,280000.0,265000.0,10858.0,6342.0,13649.0,10207.0,22705.0,22440.0,2.1,3.5,25.0,37.0,0.2968949571,0.2221479501,271333.3333333333,266000.0,8428.0,7492.833333333333,12265.666666666666,10957.5,22466.666666666668,24670.666666666668,2.7999999999999994,3.516666666666667,31.666666666666668,55.666666666666664,0.26589230733333336,0.21827075753333333,14.859896302376118,-0.5835344915765762,1
2020-09-01,276000.0,10300.0,12132.0,22818.0,2.2,22.0,0.2945919888,9,2020,285000.0,269000.0,11029.0,8084.0,12886.0,12941.0,22656.0,22255.0,2.1,2.8,22.0,33.0,0.2916225282,0.2786340148,278000.0,273166.6666666667,9990.333333333334,8454.833333333334,13158.666666666666,11264.166666666666,22538.666666666668,23362.166666666668,2.3333333333333326,2.9000000000000004,26.666666666666668,42.333333333333336,0.2890505000333334,0.2410061323,12.617281954141069,-0.5341038178281436,1
2020-10-01,275000.0,10385.0,10651.0,22164.0,2.1,20.0,0.2869066955,10,2020,276000.0,280000.0,10300.0,10858.0,12132.0,13649.0,22818.0,22705.0,2.2,2.1,22.0,25.0,0.2945919888,0.2968949571,280333.3333333333,275000.0,10729.0,8971.666666666666,12889.0,11452.333333333334,22726.333333333332,22677.333333333332,2.133333333333333,2.65,23.0,33.166666666666664,0.2943698247,0.2583832289166667,13.756850956622134,-0.6477389062694491,1
2020-11-01,270000.0,8336.0,7091.0,19491.0,2.3,21.0,0.2219998974,11,2020,275000.0,285000.0,10385.0,11029.0,10651.0,12886.0,22164.0,22656.0,2.1,2.1,20.0,22.0,0.2869066955,0.2916225282,278666.6666666667,275000.0,10571.333333333334,9499.666666666666,11889.666666666666,12077.666666666666,22546.0,22506.333333333332,2.133333333333333,2.4666666666666663,21.333333333333332,26.5,0.2910404041666667,0.27846635575,9.625341053852843,-0.9600037915788282,1
2020-12-01,268500.0,9116.0,5341.0,16559.0,1.8,25.0,0.1587052358,12,2020,270000.0,276000.0,8336.0,10300.0,7091.0,12132.0,19491.0,22818.0,2.3,2.2,21.0,22.0,0.2219998974,0.2945919888,273666.6666666667,275833.3333333333,9673.666666666666,9832.0,9958.0,11558.333333333334,21491.0,22014.833333333332,2.1999999999999993,2.266666666666667,21.0,23.833333333333332,0.2678328605666667,0.2784416803,22.75448396307116,-1.4291903451506915,0
2021-01-01,270000.0,6155.0,8206.0,15551.0,2.5,33.0,0.1779306797,1,2021,268500.0,275000.0,9116.0,10385.0,5341.0,10651.0,16559.0,22164.0,1.8,2.1,25.0,20.0,0.1587052358,0.2869066955,271166.6666666667,275750.0,9279.0,10004.0,7694.333333333333,10291.666666666666,19404.666666666668,21065.5,2.066666666666666,2.1,22.0,22.5,0.22253727623333333,0.2584535504666667,20.15737704630083,-0.9500205017067724,0
2021-02-01,274000.0,6070.0,8869.0,14955.0,2.5,38.0,0.1473754597,2,2021,270000.0,270000.0,6155.0,8336.0,8206.0,7091.0,15551.0,19491.0,2.5,2.3,33.0,21.0,0.1779306797,0.2219998974,269500.0,274083.3333333333,7869.0,9220.166666666666,6879.333333333333,9384.5,17200.333333333332,19873.166666666668,2.1999999999999993,2.1666666666666665,26.333333333333332,23.833333333333332,0.1862119376333334,0.23862617090000002,10.765782828984749,-1.0458959171169717,0
2021-03-01,300000.0,9306.0,13639.0,15829.0,1.7,27.0,0.1846610651,3,2021,274000.0,268500.0,6070.0,9116.0,8869.0,5341.0,14955.0,16559.0,2.5,1.8,38.0,25.0,0.1473754597,0.1587052358,270833.3333333333,272250.0,7113.666666666667,8393.666666666666,7472.0,8715.0,15688.333333333334,18589.666666666668,2.266666666666666,2.233333333333333,32.0,26.5,0.1613371250666667,0.21458499281666668,-5.047874354837523,-1.2678348141568792,0
2021-04-01,311600.0,10489.0,14815.0,17612.0,1.7,15.0,0.1830570066,4,2021,300000.0,270000.0,9306.0,6155.0,13639.0,8206.0,15829.0,15551.0,1.7,2.5,27.0,33.0,0.1846610651,0.1779306797,281333.3333333333,276250.0,7177.0,8228.0,10238.0,8966.166666666666,15445.0,17424.833333333332,2.233333333333333,2.15,32.666666666666664,27.333333333333332,0.1699890681666667,0.1962631722,-2.9781755887351324,-1.4914548113531243,0
2021-05-01,315000.0,10902.0,14080.0,18366.0,1.7,11.0,0.196341065,5,2021,311600.0,274000.0,10489.0,6070.0,14815.0,8869.0,17612.0,14955.0,1.7,2.5,15.0,38.0,0.1830570066,0.1473754597,295200.0,282350.0,8621.666666666666,8245.333333333334,12441.0,9660.166666666666,16132.0,16666.166666666668,1.9666666666666661,2.0833333333333335,26.666666666666668,26.5,0.1716978438,0.17895489071666668,10.004974913020149,-1.48232600702145,0
2021-06-01,320000.0,13016.0,15118.0,20192.0,1.6,9.0,0.2420760697,6,2021,315000.0,300000.0,10902.0,9306.0,14080.0,13639.0,18366.0,15829.0,1.7,1.7,11.0,27.0,0.196341065,0.1846610651,308866.6666666667,289850.0,10232.333333333334,8673.0,14178.0,10825.0,17269.0,16478.666666666668,1.7,1.9833333333333334,17.666666666666668,24.833333333333332,0.18801971223333336,0.17467841865,-11.6169809752388,-1.2725154749714818,1
2021-07-01,312000.0,11702.0,13969.0,21700.0,1.9,11.0,0.2588479263,7,2021,320000.0,311600.0,13016.0,10489.0,15118.0,14815.0,20192.0,17612.0,1.6,1.7,9.0,15.0,0.2420760697,0.1830570066,315533.3333333333,298433.3333333333,11469.0,9323.0,14671.0,12454.5,18723.333333333332,17084.166666666668,1.666666666666666,1.9500000000000002,11.666666666666666,22.166666666666668,0.20715804710000005,0.1885735576333333,-13.120417163080688,-1.0409609077567137,1
2021-08-01,305000.0,11204.0,12167.0,21167.0,1.9,14.0,0.2856805405,8,2021,312000.0,315000.0,11702.0,10902.0,13969.0,14080.0,21700.0,18366.0,1.9,1.7,11.0,11.0,0.2588479263,0.196341065,315666.6666666667,305433.3333333333,11873.333333333334,10247.5,14389.0,13415.0,20086.0,18109.0,1.7333333333333327,1.8499999999999999,10.333333333333334,18.5,0.23242168700000007,0.2020597654,-12.814980480515558,-0.8250196404998663,1
2021-09-01,293000.0,9953.0,11512.0,20945.0,2.1,15.0,0.2808784913,9,2021,305000.0,320000.0,11204.0,13016.0,12167.0,15118.0,21167.0,20192.0,1.9,1.6,14.0,9.0,0.2856805405,0.2420760697,312333.3333333333,310600.0,11974.0,11103.166666666666,13751.333333333334,13964.666666666666,21019.666666666668,19144.333333333332,1.7999999999999992,1.75,11.333333333333334,14.5,0.2622015121666667,0.22511061220000003,-2.0375612737040916,-0.7733663424544336,1
